"A0","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15"
Sí,Femenino,17,Tarija,Sí,5,Sí,Sí,Sí,Si,No,No,Sí,buena,mucho,Sí
Sí,Femenino,17,Cochabamba,No,1,N/A,Sí,Sí,No,No,Si,No,buena,mucho,Sí
No,Masculino,16,Tarija,Sí,5,Sí,Sí,Sí,Si,Si,No,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,No,0,N/A,N/A,No,No,No,No,Sí,regular,poco,No
Sí,Femenino,16,Cochabamba,Sí,1,Sí,No,Sí,No sabe/No responde,No,Si,No,buena,mucho,Sí
No,Femenino,16,Tarija,Sí,1,Sí,Sí,Sí,Si,No,No,Sí,buena,mucho,Sí
Sí,Masculino,17,Tarija,No,0,N/A,N/A,Sí,Si,Si,No,No,mala,poco,No
Sí,Femenino,17,Tarija,Sí,0,No,Sí,No,No,No,Si,Sí,regular,mucho,Sí
No,Femenino,16,Tarija,No,2,N/A,No,Sí,No,No,Si,No,regular,mas o menos,No
Sí,Femenino,16,Tarija,No,0,N/A,No,No,No,No,No sé,No,regular,mas o menos,No
Sí,Femenino,17,Tarija,Sí,7,Sí,No,Sí,Si,No,No,Sí,buena,mucho,Sí
No,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,No,excelente,mas o menos,No
No,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,No,regular,mucho,No
Sí,Femenino,17,Tarija,Sí,1,Sí,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Tarija,No,7,N/A,No,Sí,Si,No,Si,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,Sí,0,Sí,No,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
No,Masculino,17,Tarija,No,0,N/A,No,Sí,No,No,Si,Sí,buena,mucho,Sí
No,Masculino,17,Tarija,No,0,N/A,No,Sí,Si,No,Si,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,No,0,N/A,No,Sí,No,Si,Si,Sí,buena,mas o menos,Sí
No,Masculino,18,Tarija,Sí,3,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
No,Masculino,16,Tarija,Sí,7,Sí,N/A,No,No,No,Si,Sí,regular,mucho,Sí
Sí,Femenino,15,Tarija,Sí,7,Sí,N/A,Sí,Si,No,Si,No,buena,mas o menos,No
No,Masculino,16,Tarija,Sí,3,Sí,No,Sí,No,No,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,16,Tarija,No,7,N/A,No,No,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,16,Tarija,No,4,N/A,No,No,Si,No,Si,Sí,buena,mas o menos,Sí
No,Masculino,17,Tarija,No,0,N/A,No,Sí,Si,No,Si,Sí,regular,mucho,Sí
No,Femenino,17,Tarija,Sí,2,Sí,Sí,Sí,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,16,Tarija,No,2,N/A,N/A,No,No sabe/No responde,No sabe/No responde,Si,Sí,buena,mucho,No
Sí,Femenino,17,Tarija,Sí,0,Sí,N/A,Sí,Si,No,Si,No,excelente,mucho,No
No,Masculino,18,Tarija,No,0,N/A,N/A,Sí,No,No,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,17,Tarija,Sí,5,Sí,No,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Tarija,No,2,N/A,No,No,Si,No sabe/No responde,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,16,Tarija,Sí,1,Sí,Sí,Sí,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,15,La Paz,Sí,7,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,Sí,2,Sí,No,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,19,Tarija,No,0,N/A,No,Sí,No,No,Si,No,buena,mucho,Sí
Sí,Femenino,16,Tarija,Sí,2,Sí,N/A,Sí,No,Si,No,Sí,buena,mucho,Sí
No,Femenino,18,Tarija,No,0,N/A,No,Sí,No,No,Si,No,excelente,mucho,No
Sí,Femenino,17,Tarija,Sí,7,Sí,N/A,No,Si,Si,Si,Sí,regular,mas o menos,Sí
No,Masculino,17,Tarija,Sí,4,No,No,Sí,Si,No,Si,Sí,mala,poco,Sí
Sí,Masculino,16,Tarija,Sí,4,Sí,N/A,No,No,No,Si,No,buena,mucho,Sí
No,Femenino,16,Tarija,Sí,3,Sí,Sí,Sí,No,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,17,Tarija,Sí,2,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Masculino,17,Tarija,No,0,N/A,Sí,No,No sabe/No responde,No,Si,Sí,buena,mas o menos,No
No,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,Sí,regular,mas o menos,Sí
No,Femenino,16,Tarija,No,0,N/A,No,No,Si,No sabe/No responde,Si,No,buena,poco,Sí
No,Femenino,18,Tarija,No,0,N/A,No,Sí,No,No,Si,No,buena,mucho,Sí
No,Masculino,17,Tarija,No,0,N/A,No,No,Si,No,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,16,Tarija,Sí,7,Sí,Sí,No,Si,No,No,Sí,excelente,mas o menos,Sí
Sí,Femenino,17,Tarija,No,0,N/A,No,No,No,No,Si,Sí,buena,mucho,No
Sí,Femenino,15,Tarija,Sí,4,Sí,Sí,Sí,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,Sí,excelente,mas o menos,Sí
No,Femenino,17,Cochabamba,No,1,N/A,No,No,No,No,Si,No,buena,mas o menos,Sí
No,Masculino,18,Tarija,No,1,N/A,Sí,Sí,No,No,No,Sí,regular,mas o menos,Sí
No,Femenino,17,Tarija,No,2,N/A,No,No,No,Si,Si,Sí,buena,mucho,Sí
No,Masculino,17,Tarija,Sí,5,Sí,Sí,No,No,Si,Si,Sí,regular,mucho,Sí
No,Femenino,16,Tarija,Sí,7,Sí,Sí,Sí,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,16,Tarija,Sí,2,No,No,No,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,17,Tarija,No,3,N/A,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
No,Femenino,17,Tarija,Sí,3,Sí,No,Sí,Si,No,Si,No,buena,mucho,No
No,Femenino,17,Tarija,Sí,2,Sí,No,No,Si,Si,Si,No,regular,mas o menos,Sí
Sí,Masculino,17,Tarija,Sí,5,Sí,No,No,Si,No,No sé,Sí,buena,mucho,Sí
No,Masculino,17,Tarija,No,3,N/A,No,Sí,No,No,No,Sí,buena,mas o menos,Sí
No,Masculino,17,Tarija,Sí,5,No,No,Sí,Si,Si,Si,No,buena,mucho,No
Sí,Masculino,16,Tarija,No,7,N/A,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,19,Tarija,No,2,N/A,No,Sí,No,No,No,No,buena,mucho,Sí
Sí,Femenino,16,Tarija,Sí,3,No,N/A,No,No,No,Si,No,buena,mas o menos,Sí
Sí,Masculino,17,La Paz,No,2,N/A,No,No,Si,No,Si,Sí,excelente,mucho,Sí
Sí,Masculino,16,Tarija,Sí,6,Sí,Sí,No,Si,No sabe/No responde,No,Sí,buena,mucho,Sí
Sí,Femenino,16,La Paz,Sí,3,Sí,Sí,Sí,Si,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,15,Tarija,No,0,N/A,No,No,Si,Si,Si,Sí,mala,poco,Sí
Sí,Femenino,14,La Paz,Sí,3,Sí,No,Sí,Si,No,Si,No,regular,mucho,Sí
Sí,Masculino,13,La Paz,Sí,3,No,No,No,Si,Si,Si,Sí,regular,mucho,Sí
Sí,Masculino,16,Tarija,No,0,N/A,N/A,No,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,14,La Paz,Sí,1,No,N/A,Sí,No,No,No sé,Sí,regular,mas o menos,Sí
No,Masculino,16,Tarija,Sí,2,Sí,No,Sí,Si,Si,No,No,regular,mas o menos,Sí
Sí,Masculino,15,Tarija,Sí,7,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Masculino,13,La Paz,Sí,3,Sí,No,No,Si,No,Si,Sí,excelente,mucho,No
Sí,Femenino,14,La Paz,Sí,3,Sí,No,No,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,13,La Paz,Sí,7,No,No,No,Si,Si,No sé,Sí,buena,mucho,Sí
No,Femenino,16,Tarija,Sí,1,Sí,N/A,Sí,Si,Si,Si,Sí,regular,mucho,No
No,Masculino,16,Tarija,No,5,N/A,No,No,Si,Si,Si,No,buena,mucho,Sí
No,Masculino,14,Tarija,No,0,N/A,No,No,Si,No,Si,Sí,regular,mas o menos,No
No,Femenino,16,Tarija,Sí,1,Sí,N/A,No,No,No,Si,No,buena,mucho,No
No,Femenino,17,Tarija,No,1,N/A,No,No,No,No,Si,Sí,regular,poco,Sí
No,Masculino,16,Tarija,No,7,N/A,Sí,Sí,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,17,Tarija,Sí,3,Sí,No,Sí,Si,Si,Si,Sí,regular,mucho,Sí
No,Masculino,15,Tarija,No,3,N/A,No,No,No,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,16,Tarija,No,1,N/A,No,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,15,Tarija,Sí,2,Sí,N/A,No,Si,No,Si,Sí,regular,mas o menos,Sí
No,Masculino,16,Tarija,No,1,N/A,N/A,Sí,Si,No sabe/No responde,Si,Sí,buena,mas o menos,Sí
No,Femenino,16,Tarija,Sí,7,No,No,No,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,16,Tarija,No,7,N/A,No,Sí,Si,No,Si,Sí,regular,poco,Sí
Sí,Femenino,15,Tarija,Sí,7,Sí,Sí,Sí,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,17,Tarija,No,2,N/A,Sí,Sí,Si,No,Si,Sí,mala,mucho,Sí
No,Masculino,16,Tarija,No,1,N/A,No,Sí,No sabe/No responde,No,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,18,Tarija,No,2,N/A,No,No,No,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Tarija,No,1,N/A,No,No,No,No,No,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,No,4,N/A,No,No,No,No,Si,Sí,regular,mas o menos,No
No,Femenino,17,Tarija,Sí,2,Sí,Sí,Sí,Si,No,Si,No,regular,mas o menos,Sí
No,Femenino,16,Tarija,No,1,N/A,N/A,No,No,No,Si,Sí,buena,mas o menos,Sí
No,Masculino,17,Tarija,Sí,4,Sí,No,Sí,No,No,Si,Sí,buena,mucho,Sí
No,Masculino,16,Tarija,No,0,N/A,N/A,Sí,No,No,No,Sí,buena,mucho,Sí
No,Masculino,18,Tarija,Sí,6,No,No,Sí,Si,Si,No,Sí,regular,mas o menos,Sí
No,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,Sí,excelente,mas o menos,Sí
No,Masculino,17,Tarija,Sí,2,No,N/A,No,Si,No,No,Sí,regular,mucho,Sí
Sí,Masculino,17,Tarija,Sí,3,Sí,No,Sí,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,16,Tarija,No,0,N/A,N/A,No,Si,No sabe/No responde,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,17,Tarija,No,0,N/A,No,Sí,Si,Si,Si,No,regular,mucho,Sí
Sí,Masculino,17,Tarija,No,3,N/A,No,Sí,Si,No,No,No,excelente,mucho,Sí
No,Masculino,16,Tarija,Sí,4,Sí,No,No,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Tarija,No,0,N/A,No,Sí,No,No,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,17,Tarija,Sí,1,Sí,No,No,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,13,La Paz,No,3,N/A,No,No,No,No,Si,Sí,excelente,mucho,Sí
No,Masculino,16,Tarija,Sí,0,No,N/A,No,Si,Si,Si,No,regular,mas o menos,Sí
No,Femenino,17,Tarija,No,7,N/A,No,No,Si,No,Si,Sí,excelente,mas o menos,Sí
No,Masculino,17,Tarija,Sí,3,Sí,No,No,Si,No sabe/No responde,No,Sí,regular,poco,No
Sí,Femenino,18,Tarija,Sí,4,No,No,No,No,No,Si,Sí,mala,mucho,Sí
Sí,Femenino,17,Tarija,No,1,N/A,No,No,No,No sabe/No responde,Si,Sí,regular,mas o menos,Sí
Sí,Masculino,15,Tarija,Sí,1,Sí,No,Sí,Si,No,Si,No,regular,mucho,Sí
Sí,Femenino,16,Tarija,Sí,2,Sí,N/A,No,Si,No,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,17,Tarija,Sí,1,Sí,Sí,Sí,Si,No sabe/No responde,Si,Sí,regular,mucho,Sí
No,Masculino,16,Tarija,No,2,N/A,No,Sí,Si,No,Si,No,buena,mucho,Sí
Sí,Femenino,17,Tarija,No,1,N/A,N/A,No,No sabe/No responde,No,Si,Sí,buena,mas o menos,Sí
No,Femenino,18,Tarija,No,0,N/A,No,Sí,No,No,No,Sí,regular,mucho,No
No,Masculino,16,Tarija,No,0,N/A,No,No,Si,No,Si,No,buena,mas o menos,Sí
Sí,Femenino,16,Tarija,Sí,6,Sí,Sí,Sí,Si,No sabe/No responde,No,Sí,buena,mucho,Sí
Sí,Femenino,17,Cochabamba,No,1,N/A,N/A,No,No,No,Si,No,regular,mas o menos,Sí
No,Masculino,17,Tarija,Sí,1,Sí,Sí,Sí,Si,Si,No sé,Sí,regular,mas o menos,Sí
Sí,Masculino,16,Tarija,Sí,5,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,La Paz,Sí,7,No,No,Sí,Si,No,No,Sí,buena,mucho,Sí
Sí,Masculino,16,Tarija,Sí,4,Sí,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,17,Cochabamba,No,1,N/A,No,Sí,No,No,Si,No,buena,mas o menos,Sí
Sí,Masculino,17,Tarija,Sí,6,Sí,Sí,Sí,No,No,No,Sí,buena,mucho,Sí
Sí,Masculino,16,Tarija,Sí,5,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,17,Cochabamba,Sí,5,Sí,N/A,Sí,Si,Si,Si,No,buena,mucho,Sí
Sí,Femenino,14,La Paz,No,1,N/A,N/A,Sí,Si,Si,No,Sí,mala,mas o menos,No
Sí,Masculino,13,La Paz,Sí,2,No,No,No,Si,Si,Si,Sí,excelente,mucho,Sí
No,Femenino,13,La Paz,Sí,3,Sí,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,13,La Paz,No,0,N/A,No,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,17,Tarija,No,4,N/A,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,17,Cochabamba,Sí,4,Sí,Sí,Sí,No,Si,Si,No,buena,mucho,Sí
Sí,Femenino,16,Tarija,No,6,N/A,Sí,Sí,Si,Si,Si,Sí,regular,mucho,Sí
No,Femenino,13,La Paz,Sí,2,Sí,N/A,No,No,No,Si,No,excelente,mucho,No
No,Femenino,13,La Paz,Sí,4,Sí,No,No,No,No,No,No,buena,mas o menos,Sí
No,Femenino,14,La Paz,Sí,7,No,No,No,Si,Si,No,No,buena,mas o menos,Sí
Sí,Femenino,13,La Paz,No,0,N/A,No,No,No,No,No sé,No,buena,mucho,Sí
Sí,Femenino,14,La Paz,Sí,3,Sí,No,No,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,13,La Paz,Sí,1,Sí,No,No,Si,No sabe/No responde,Si,Sí,buena,mas o menos,No
Sí,Femenino,13,La Paz,No,2,N/A,No,Sí,Si,Si,No,Sí,buena,mas o menos,Sí
Sí,Femenino,17,Cochabamba,No,2,N/A,Sí,No,Si,No,Si,No,buena,mucho,Sí
Sí,Femenino,14,La Paz,Sí,3,Sí,No,Sí,Si,No,No,Sí,buena,mucho,Sí
Sí,Femenino,13,La Paz,Sí,5,Sí,Sí,Sí,Si,Si,No,No,buena,mucho,Sí
Sí,Femenino,13,La Paz,Sí,3,Sí,Sí,No,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Masculino,14,La Paz,No,1,N/A,No,No,Si,No,No,No,buena,mucho,Sí
Sí,Femenino,13,La Paz,Sí,7,Sí,Sí,Sí,Si,Si,No,No,excelente,mucho,Sí
Sí,Femenino,13,La Paz,Sí,1,Sí,No,Sí,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Cochabamba,No,1,N/A,No,No,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,13,La Paz,Sí,0,Sí,N/A,No,No,No,No,No,buena,mucho,Sí
Sí,Femenino,17,Cochabamba,Sí,5,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,13,La Paz,Sí,7,No,Sí,No,Si,Si,Si,No,buena,mas o menos,Sí
Sí,Femenino,13,La Paz,Sí,1,No,No,No,No,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,13,La Paz,Sí,2,Sí,No,Sí,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,16,Oruro,Sí,5,Sí,No,Sí,Si,No,Si,Sí,regular,mucho,Sí
Sí,Femenino,14,La Paz,No,2,N/A,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Masculino,16,La Paz,Sí,4,Sí,Sí,No,Si,Si,Si,No,buena,mucho,Sí
No,Masculino,16,Tarija,Sí,7,Sí,Sí,Sí,Si,Si,No sé,Sí,regular,mucho,Sí
No,Masculino,15,Oruro,Sí,1,No,No,No,Si,Si,Si,Sí,regular,mas o menos,No
Sí,Femenino,16,Oruro,No,1,N/A,Sí,Sí,Si,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Oruro,No,2,N/A,N/A,No,Si,Si,No,Sí,mala,poco,Sí
No,Masculino,14,Oruro,Sí,3,Sí,No,No,Si,Si,Si,No,excelente,mucho,Sí
No,Masculino,16,Tarija,No,0,N/A,Sí,No,Si,No,Si,No,regular,mas o menos,No
Sí,Masculino,15,Oruro,No,5,N/A,No,No,Si,No,Si,Sí,regular,mucho,Sí
Sí,Femenino,15,Oruro,No,0,N/A,No,No,No,No,Si,Sí,excelente,mucho,Sí
Sí,Masculino,15,Oruro,Sí,1,No,No,No,No,No,No sé,No,regular,mas o menos,Sí
Sí,Masculino,15,Oruro,Sí,4,Sí,No,No,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,15,Oruro,No,1,N/A,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,17,Oruro,Sí,3,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Oruro,Sí,3,Sí,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Masculino,17,Oruro,No,1,N/A,No,No,No,No,Si,Sí,mala,mucho,Sí
Sí,Femenino,15,Oruro,Sí,4,Sí,N/A,Sí,Si,No,Si,Sí,buena,mucho,Sí
No,Masculino,17,Oruro,No,1,N/A,N/A,No,No,No,Si,Sí,buena,mas o menos,No
No,Masculino,16,Oruro,Sí,1,Sí,No,No,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,16,Oruro,Sí,3,Sí,No,Sí,Si,No,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,15,Oruro,Sí,4,Sí,No,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,15,Oruro,Sí,3,No,No,No,Si,Si,Si,Sí,excelente,mucho,Sí
No,Femenino,15,Oruro,Sí,1,Sí,No,Sí,Si,No,Si,Sí,regular,mucho,Sí
Sí,Masculino,16,Oruro,Sí,5,Sí,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Oruro,Sí,3,No,No,No,Si,Si,No,Sí,mala,mucho,Sí
Sí,Masculino,16,Oruro,Sí,6,Sí,No,No,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Oruro,Sí,2,No,Sí,No,Si,No,Si,Sí,regular,mucho,Sí
No,Masculino,16,Tarija,Sí,2,No,No,No,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,18,La Paz,No,2,N/A,N/A,No,Si,No,Si,Sí,excelente,mas o menos,Sí
No,Femenino,13,Oruro,Sí,1,No,No,No,Si,Si,Si,Sí,buena,mas o menos,No
Sí,Femenino,15,Oruro,Sí,1,Sí,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,15,Oruro,Sí,7,No,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
No,Masculino,15,Oruro,Sí,3,Sí,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,14,Oruro,Sí,1,Sí,No,Sí,Si,Si,Si,Sí,regular,mas o menos,No
Sí,Femenino,14,Oruro,Sí,2,Sí,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,13,Oruro,Sí,2,Sí,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,14,Oruro,Sí,5,Sí,N/A,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,15,Oruro,Sí,6,Sí,Sí,No,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,16,Oruro,Sí,1,No,No,No,Si,Si,Si,Sí,buena,poco,Sí
Sí,Femenino,14,Oruro,Sí,6,Sí,No,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,15,Oruro,No,0,N/A,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,14,Oruro,No,5,N/A,Sí,Sí,Si,Si,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,14,Oruro,Sí,2,Sí,Sí,Sí,Si,No,Si,Sí,buena,mas o menos,Sí
No,Femenino,15,Oruro,No,3,N/A,N/A,Sí,No sabe/No responde,No sabe/No responde,Si,Sí,excelente,mas o menos,Sí
Sí,Femenino,13,Oruro,Sí,1,Sí,N/A,No,Si,Si,Si,No,regular,mas o menos,Sí
Sí,Femenino,14,Oruro,Sí,2,Sí,No,No,Si,No sabe/No responde,Si,Sí,buena,mas o menos,No
Sí,Femenino,14,Oruro,Sí,2,Sí,No,No,No,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,14,Oruro,Sí,3,Sí,Sí,Sí,Si,No,Si,Sí,regular,poco,Sí
No,Femenino,14,Oruro,Sí,7,Sí,No,Sí,No sabe/No responde,No,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,14,Oruro,Sí,1,No,No,No,Si,Si,Si,Sí,mala,poco,Sí
Sí,Femenino,14,Oruro,No,0,N/A,No,No,Si,No,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,15,Oruro,Sí,2,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,14,Oruro,No,0,N/A,N/A,No,Si,No,Si,No,regular,mas o menos,No
No,Femenino,14,Oruro,Sí,2,Sí,Sí,No,Si,No,Si,Sí,excelente,mucho,Sí
Sí,Femenino,14,Oruro,Sí,2,Sí,No,No,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,15,Oruro,No,0,N/A,No,No,Si,No sabe/No responde,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,14,Oruro,Sí,4,Sí,N/A,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Masculino,16,Cochabamba,Sí,7,Sí,Sí,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Masculino,18,Tarija,No,0,N/A,Sí,No,No,No,No,Sí,regular,mas o menos,No
Sí,Masculino,17,Tarija,No,2,N/A,No,Sí,No,No,No,Sí,buena,mucho,Sí
Sí,Femenino,18,Tarija,Sí,3,Sí,No,Sí,Si,Si,Si,No,excelente,mucho,Sí
No,Femenino,16,Tarija,No,0,N/A,No,No,No,No sabe/No responde,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,3,Sí,No,Sí,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,3,Sí,Sí,Sí,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,7,Sí,No,No,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,16,Oruro,Sí,3,Sí,No,No,Si,Si,Si,Sí,buena,poco,No
Sí,Femenino,16,Oruro,Sí,5,Sí,N/A,Sí,Si,Si,Si,No,excelente,mucho,Sí
Sí,Femenino,17,Oruro,Sí,2,Sí,Sí,No,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,7,No,No,No,Si,Si,Si,Sí,excelente,mucho,Sí
Sí,Femenino,16,Oruro,Sí,2,Sí,No,No,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,5,Sí,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
No,Femenino,16,Oruro,Sí,5,Sí,No,Sí,Si,Si,No,Sí,excelente,mas o menos,No
Sí,Femenino,16,Oruro,Sí,3,No,No,Sí,Si,Si,No,Sí,buena,mucho,Sí
No,Femenino,16,Oruro,Sí,1,Sí,No,Sí,Si,No,No sé,No,buena,mas o menos,No
Sí,Femenino,15,Oruro,Sí,7,Sí,Sí,Sí,Si,No,No,No,regular,mucho,No
No,Femenino,16,Oruro,Sí,0,Sí,No,No,No,No,Si,Sí,regular,mas o menos,Sí
Sí,Femenino,17,Oruro,Sí,3,Sí,No,Sí,Si,Si,Si,Sí,buena,mucho,Sí
No,Femenino,16,Oruro,Sí,5,Sí,Sí,Sí,Si,Si,No,Sí,buena,mucho,Sí
Sí,Femenino,15,Oruro,No,0,N/A,No,Sí,Si,Si,Si,Sí,buena,mucho,No
Sí,Femenino,16,Oruro,Sí,3,No,No,No,Si,No,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,16,Oruro,Sí,7,Sí,Sí,Sí,Si,No,Si,No,excelente,mucho,Sí
Sí,Femenino,16,Oruro,Sí,2,Sí,No,Sí,Si,No,Si,Sí,buena,mas o menos,Sí
No,Femenino,16,Oruro,Sí,3,Sí,No,Sí,Si,Si,Si,Sí,buena,mas o menos,Sí
Sí,Femenino,16,Oruro,Sí,2,Sí,Sí,Sí,Si,No sabe/No responde,No,Sí,regular,mas o menos,Sí
Sí,Femenino,16,Oruro,Sí,3,Sí,No,No,Si,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,18,Cochabamba,No,3,N/A,Sí,Sí,Si,No,Si,No,buena,mucho,Sí
Sí,Femenino,16,Oruro,No,3,N/A,N/A,Sí,Si,Si,Si,Sí,buena,mucho,Sí
Sí,Femenino,17,Oruro,No,1,N/A,No,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,16,Oruro,Sí,7,Sí,No,Sí,Si,No,Si,Sí,buena,mucho,Sí
No,Femenino,17,Tarija,Sí,3,Sí,Sí,Sí,Si,No,No,No,buena,mucho,Sí
Sí,Femenino,15,Cochabamba,Sí,3,Sí,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Masculino,15,Tarija,No,1,N/A,Sí,Sí,No,No,Si,Sí,buena,mucho,Sí
Sí,Femenino,14,Oruro,Sí,3,Sí,Sí,Sí,No,No,Si,Sí,excelente,mas o menos,Sí
